model.dimensions.length,model.dimensions.width,model.dimensions.height,model.tank_volume,model.rotors.number,model.nozzles.number,model.swath_width.min,model.swath_width.max,experiment.weather.temperature.min,experiment.weather.temperature.max,experiment.weather.humidity.min,experiment.weather.humidity.max,experiment.weather.velocity.min,experiment.weather.velocity.max,experiment.params.height,experiment.params.flight_speed,experiment.params.spray_volume,plant.name_tea,plant.name_wheat,model.name_AGRAS T20,model.name_AGRAS T30,model.name_AGRAS T40,model.nozzles.type_LX8060SZ,model.nozzles.type_SX11001VS,model.nozzles.type_XR110015,model.water_pump.type_diaphragm pump,model.water_pump.type_magnetic drive impeller pump,model.water_pump.type_plunger pump,experiment.params.atomization_diameter_coarse,experiment.params.atomization_diameter_fine,experiment.params.atomization_diameter_medium,experiment.params.atomization_diameter_off,experiment.results.coverage.value
2.9,2.7,0.8,30,6,16,4,9,23.0,31.0,48.0,72.0,0.2,1.6,2.0,7.0,30.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.1
2.9,2.7,0.8,30,6,16,4,9,23.378,31.948,46.525,71.065,0.209,1.601,2.051,6.509,28.238,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.168
2.9,2.7,0.8,30,6,16,4,9,23.688,30.2,48.699,74.528,0.204,1.622,1.899,7.332,28.546,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.146
2.9,2.7,0.8,30,6,16,4,9,22.559,30.806,46.981,72.819,0.206,1.578,2.144,7.295,29.768,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.05
2.9,2.7,0.8,30,6,16,4,9,23.487,32.154,48.174,74.13,0.206,1.511,2.031,6.388,28.604,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.111
2.9,2.7,0.8,30,6,16,4,9,23.13,30.648,46.537,70.937,0.207,1.568,1.871,7.248,30.678,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.17
2.9,2.7,0.8,30,6,16,4,9,22.897,30.954,47.74,71.704,0.211,1.678,1.88,6.659,29.123,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.101
2.9,2.7,0.8,30,6,16,4,9,22.297,31.419,47.747,70.357,0.202,1.557,2.113,7.102,30.897,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.15
2.9,2.7,0.8,30,6,16,4,9,22.66,31.834,49.234,73.262,0.189,1.66,1.98,6.882,31.333,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.112
2.9,2.7,0.8,30,6,16,4,9,23.735,31.087,46.161,71.034,0.199,1.46,1.929,7.49,30.434,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.171
2.9,2.7,0.8,30,6,16,4,9,23.0,31.0,48.0,72.0,0.2,1.6,2.0,3.0,30.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.3
2.9,2.7,0.8,30,6,16,4,9,22.987,30.025,47.651,72.345,0.207,1.662,1.929,3.217,29.872,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.287
2.9,2.7,0.8,30,6,16,4,9,22.407,30.219,48.122,72.18,0.21,1.704,1.876,3.023,30.654,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.335
2.9,2.7,0.8,30,6,16,4,9,22.089,31.839,46.43,70.05,0.202,1.653,2.036,2.803,30.43,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.289
2.9,2.7,0.8,30,6,16,4,9,23.578,31.489,48.606,72.253,0.208,1.667,2.012,2.938,31.178,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.295
2.9,2.7,0.8,30,6,16,4,9,23.028,31.542,47.657,71.374,0.19,1.554,1.883,3.062,32.7,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.249
2.9,2.7,0.8,30,6,16,4,9,22.881,31.575,49.419,71.1,0.191,1.725,2.131,2.895,28.453,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.3
2.9,2.7,0.8,30,6,16,4,9,23.161,30.4,47.202,72.112,0.209,1.67,2.067,2.782,29.821,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.264
2.9,2.7,0.8,30,6,16,4,9,22.99,31.859,47.509,71.045,0.205,1.592,1.976,3.191,32.35,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.381
2.9,2.7,0.8,30,6,16,4,9,22.267,31.302,49.438,69.677,0.206,1.653,1.995,2.794,32.223,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.252
2.9,2.7,0.8,30,6,16,4,9,23.0,31.0,48.0,72.0,0.2,1.6,3.5,3.0,30.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.5
2.9,2.7,0.8,30,6,16,4,9,23.787,31.054,48.593,69.956,0.198,1.541,3.533,3.04,29.056,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.5
2.9,2.7,0.8,30,6,16,4,9,23.512,31.319,46.42,74.31,0.189,1.679,3.83,3.132,29.296,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.541
2.9,2.7,0.8,30,6,16,4,9,22.908,30.34,47.96,70.737,0.192,1.591,3.603,3.049,30.875,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.476
2.9,2.7,0.8,30,6,16,4,9,23.046,31.655,47.417,70.399,0.192,1.67,3.449,2.975,30.108,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.47
2.9,2.7,0.8,30,6,16,4,9,22.549,30.4,47.794,70.264,0.199,1.579,3.345,3.086,27.145,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.509
2.9,2.7,0.8,30,6,16,4,9,22.381,31.023,48.618,71.245,0.212,1.636,3.473,2.944,28.814,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.448
2.9,2.7,0.8,30,6,16,4,9,23.135,30.422,46.968,70.052,0.199,1.551,3.23,2.951,31.185,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.423
2.9,2.7,0.8,30,6,16,4,9,22.815,31.408,46.921,72.959,0.198,1.672,3.601,2.959,31.723,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.475
2.9,2.7,0.8,30,6,16,4,9,23.346,31.984,46.424,70.95,0.213,1.703,3.443,3.025,32.063,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.45
2.9,2.7,0.8,30,6,16,4,9,23.0,31.0,48.0,72.0,0.2,1.6,5.0,3.0,30.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.1
2.9,2.7,0.8,30,6,16,4,9,23.515,30.248,48.295,71.22,0.192,1.563,4.846,3.022,29.164,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.129
2.9,2.7,0.8,30,6,16,4,9,22.613,30.543,47.326,71.701,0.2,1.527,5.217,2.852,30.616,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.061
2.9,2.7,0.8,30,6,16,4,9,22.899,31.236,47.42,70.365,0.204,1.711,4.786,3.231,28.449,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.141
2.9,2.7,0.8,30,6,16,4,9,22.859,29.676,48.205,70.029,0.201,1.534,4.784,3.151,31.237,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.076
2.9,2.7,0.8,30,6,16,4,9,22.997,30.866,49.405,71.655,0.191,1.564,4.914,2.997,30.418,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.189
2.9,2.7,0.8,30,6,16,4,9,23.034,31.083,47.437,70.79,0.186,1.553,5.117,2.81,29.28,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.081
2.9,2.7,0.8,30,6,16,4,9,22.649,30.939,48.566,73.521,0.206,1.601,5.276,2.96,29.278,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.183
2.9,2.7,0.8,30,6,16,4,9,23.11,31.808,46.789,70.711,0.194,1.625,4.879,3.033,30.145,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.062
2.9,2.7,0.8,30,6,16,4,9,23.247,29.762,47.242,68.816,0.192,1.578,4.711,3.144,31.053,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.117
2.9,2.7,0.8,30,6,16,4,9,23.0,31.0,48.0,72.0,0.2,1.6,2.0,3.0,60.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.2
2.9,2.7,0.8,30,6,16,4,9,22.07,31.257,49.693,70.368,0.192,1.573,1.937,3.212,59.168,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.332
2.9,2.7,0.8,30,6,16,4,9,22.955,31.163,47.73,72.48,0.199,1.718,1.973,2.874,64.156,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.197
2.9,2.7,0.8,30,6,16,4,9,22.708,31.226,47.96,72.679,0.201,1.509,1.947,2.907,61.168,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.204
2.9,2.7,0.8,30,6,16,4,9,22.269,30.384,49.599,70.228,0.207,1.561,1.92,3.045,56.85,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.193
2.9,2.7,0.8,30,6,16,4,9,22.413,31.319,47.098,74.034,0.196,1.61,2.024,3.103,62.079,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.103
2.9,2.7,0.8,30,6,16,4,9,22.76,30.667,47.702,71.913,0.212,1.499,2.003,2.865,55.592,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.184
2.9,2.7,0.8,30,6,16,4,9,23.802,31.177,49.198,73.414,0.213,1.51,1.98,2.919,55.773,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.414
2.9,2.7,0.8,30,6,16,4,9,23.271,31.897,48.179,69.611,0.187,1.658,1.918,2.869,59.848,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.313
2.9,2.7,0.8,30,6,16,4,9,22.55,30.885,48.009,70.172,0.197,1.625,1.979,3.108,58.563,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.26
2.9,2.7,0.8,30,6,16,4,9,23.0,31.0,48.0,72.0,0.2,1.6,3.5,3.0,60.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.2
2.9,2.7,0.8,30,6,16,4,9,22.658,31.096,48.708,71.409,0.183,1.694,3.362,2.967,59.807,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.21
2.9,2.7,0.8,30,6,16,4,9,23.064,30.667,46.728,73.949,0.208,1.629,3.343,2.892,58.777,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.149
2.9,2.7,0.8,30,6,16,4,9,23.192,31.165,46.836,72.046,0.2,1.626,3.277,3.157,59.824,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.21
2.9,2.7,0.8,30,6,16,4,9,22.777,30.81,49.693,71.424,0.214,1.521,3.721,2.933,59.49,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.091
2.9,2.7,0.8,30,6,16,4,9,23.294,30.501,48.166,72.693,0.188,1.643,3.4,2.875,58.86,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.311
2.9,2.7,0.8,30,6,16,4,9,23.299,30.952,48.5,73.981,0.211,1.503,3.434,2.962,62.013,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.26
2.9,2.7,0.8,30,6,16,4,9,22.463,30.394,48.736,73.239,0.2,1.7,3.341,2.906,57.357,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.21
2.9,2.7,0.8,30,6,16,4,9,23.475,30.285,46.817,71.782,0.199,1.54,3.528,2.996,57.553,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.414
2.9,2.7,0.8,30,6,16,4,9,22.611,30.827,47.849,71.667,0.205,1.642,3.556,3.126,65.415,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.19
2.9,2.7,0.8,30,6,16,4,9,23.0,31.0,48.0,72.0,0.2,1.6,5.0,3.0,60.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.1
2.9,2.7,0.8,30,6,16,4,9,22.937,30.412,46.447,71.22,0.197,1.509,4.694,3.184,54.432,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.062
2.9,2.7,0.8,30,6,16,4,9,23.343,31.43,48.025,72.748,0.186,1.68,4.705,3.004,65.563,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.206
2.9,2.7,0.8,30,6,16,4,9,23.584,31.329,46.5,70.43,0.189,1.558,5.144,2.973,58.197,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.181
2.9,2.7,0.8,30,6,16,4,9,23.409,30.777,47.168,70.927,0.2,1.703,4.793,2.781,61.968,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.167
2.9,2.7,0.8,30,6,16,4,9,23.593,31.085,48.969,68.75,0.19,1.593,4.773,3.225,57.769,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.152
2.9,2.7,0.8,30,6,16,4,9,23.105,31.652,48.511,73.314,0.208,1.573,4.814,2.848,63.774,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.093
2.9,2.7,0.8,30,6,16,4,9,22.486,30.799,48.626,70.171,0.204,1.515,4.896,3.247,58.546,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.153
2.9,2.7,0.8,30,6,16,4,9,23.165,31.361,48.636,72.428,0.191,1.687,5.245,2.882,57.333,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.267
2.9,2.7,0.8,30,6,16,4,9,23.202,31.248,47.423,70.943,0.19,1.556,4.991,2.869,59.326,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.263
2.9,2.7,0.8,30,6,16,4,9,23.0,31.0,48.0,72.0,0.2,1.6,2.0,3.0,90.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.9
2.9,2.7,0.8,30,6,16,4,9,22.43,31.069,47.492,70.418,0.2,1.612,1.961,2.926,88.79,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.706
2.9,2.7,0.8,30,6,16,4,9,23.321,31.017,47.234,73.036,0.199,1.455,1.891,2.888,94.924,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.893
2.9,2.7,0.8,30,6,16,4,9,23.713,30.754,48.953,69.097,0.207,1.564,2.055,3.088,91.683,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.809
2.9,2.7,0.8,30,6,16,4,9,22.585,30.222,47.029,73.196,0.199,1.603,2.123,2.822,83.397,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.875
2.9,2.7,0.8,30,6,16,4,9,22.687,32.024,49.253,70.994,0.208,1.564,1.903,3.13,89.928,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.874
2.9,2.7,0.8,30,6,16,4,9,22.748,32.35,47.094,72.688,0.216,1.508,1.87,3.088,85.758,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.995
2.9,2.7,0.8,30,6,16,4,9,22.737,32.083,47.215,74.74,0.205,1.55,2.017,3.033,92.332,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.81
